code,first_name,id,second_name,team_code,web_name
232427,Rekeem,426,Harper,35,Harper
18987,Robert,428,Snodgrass,21,Snodgrass
179830,Grady,446,Diangana,35,Diangana
210407,Matheus,481,Pereira,35,Pereira
183015,Cedric,499,Kipre,35,Kipre
41135,Branislav,530,Ivanovic,35,Ivanovic
232787,Conor,544,Gallagher,35,Gallagher
200878,Filip,555,Krovinovic,35,Krovinovic
180294,Karlan,582,Grant,35,Grant
38716,Lee,600,Peltier,35,Peltier
505265,Cheikh,621,Diaby,35,Diaby
11948,Andy,639,Lonergan,35,Lonergan
164011,Mbaye,648,Diagne,35,Diagne
101394,Okay,654,Yokuslu,35,Yokuslu
470255,Caleb,700,Taylor,35,Taylor
439242,Taylor,701,Gardner-Hickman,35,Gardner-Hickman
444575,Toby,706,King,35,King
490094,Tim,709,Iroegbunam,35,Iroegbunam
109322,Jesse,301,Lingard,1,Lingard
18073,Mark,427,Noble,21,Noble
19194,David,429,Martin,21,Martin
32259,Darren,430,Randolph,21,Randolph
37096,Lukasz,431,Fabianski,21,Fabianski
40669,Angelo,432,Ogbonna,21,Ogbonna
40694,Roberto,433,Jimenez Gago,21,Roberto
54102,Jack,434,Wilshere,21,Wilshere
55459,Aaron,435,Cresswell,21,Cresswell
56377,Andriy,436,Yarmolenko,21,Yarmolenko
57531,Michail,437,Antonio,21,Antonio
81012,Ryan,438,Fredericks,21,Fredericks
86934,Manuel,439,Lanzini,21,Lanzini
101537,Felipe Anderson,440,Pereira Gomes,21,Felipe Anderson
103123,Sébastien,441,Haller,21,Haller
105717,Arthur,442,Masuaku,21,Masuaku
166640,Fabián,443,Balbuena,21,Balbuena
167522,Jordan,444,Hugill,21,Hugill
178186,Jarrod,445,Bowen,21,Bowen
181008,Albian,447,Ajeti,21,Ajeti
204480,Declan,448,Rice,21,Rice
215439,Tomas,449,Soucek,21,Soucek
217593,Pablo,450,Fornals,21,Fornals
219924,Issa,451,Diop,21,Diop
222018,Ben,452,Johnson,21,Johnson
164555,Vladimir,558,Coufal,21,Coufal
60232,Craig,576,Dawson,21,Dawson
172841,Saïd,587,Benrahma,21,Benrahma
486870,Frederik,637,Alves,21,Alves
461533,Ademipo,638,Odubeko,21,Odubeko
222017,Conor,668,Coventry,21,Coventry
462384,Jamal,669,Baptiste,21,Baptiste
232398,Nathan,674,Trott,21,Trott
19236,John,453,Ruddy,39,Ruddy
19624,João Filipe Iria,454,Santos Moutinho,39,Moutinho
38533,Rui Pedro,455,dos Santos Patrício,39,Patrício
41727,Ryan,456,Bennett,39,Bennett
90585,Willy,458,Boly,39,Boly
94147,Conor,459,Coady,39,Coady
102057,Raúl,460,Jiménez,39,Jiménez
107613,Romain,461,Saïss,39,Saïss
114128,Jonathan,462,Castro Otto,39,Jonny
141569,Léo,463,Bonatini,39,Bonatini
151589,Leander,464,Dendoncker,39,Dendoncker
159533,Adama,465,Traoré,39,Traoré
171317,Rúben Diogo,466,da Silva Neves,39,Neves
179456,Oskar,467,Buur,39,Buur
200600,Daniel,469,Castelo Podence,39,Podence
214048,Max,470,Kilman,39,Kilman
216054,Rúben Gonçalo,471,Silva Nascimento Vinagre,39,Vinagre
216208,Matija,472,Sarkic,39,Sarkic
222531,Morgan,473,Gibbs-White,39,Gibbs-White
247632,Pedro,474,Lomba Neto,39,Neto
428610,Bruno André,475,Cavaco Jordao,39,Jordao
474003,Leonardo,476,Campana,39,Campana
449988,Fabio,504,Silva,39,Fabio Silva
111291,Fernando,505,Marçal,39,Marçal
437858,Vitor,515,Ferreira,39,Vitinha
441271,Ki-Jana,545,Hoever,39,Hoever
200402,Nélson,546,Cabral Semedo,39,Semedo
225368,Meritan,553,Shabani,39,Shabani
448514,Rayan,563,Ait Nouri,39,Ait Nouri
250604,Owen,581,Otasowie,39,Otasowie
443296,Theo,610,Corbeanu,39,Corbeanu
232361,Taylor,611,Perry,39,Perry
245923,Luke,614,Cundle,39,Cundle
437688,Lewis,615,Richards,39,Richards
481626,Christian,616,Marques,39,Marques
448487,Andreas,617,Söndergaard,39,Söndergaard
209353,Patrick,626,Cutrone,39,Cutrone
465551,Nigel,629,Lonwijk,39,Lonwijk
73314,Willian José,642,Da Silva,39,Willian José
490721,Hugo,649,Bueno,39,Bueno
